Time (s),Current (A)
3.9899999999999893e-10,1.299393232111091e-20
3.9999999999999893e-10,1.303582120673667e-20
4.009999999999989e-10,1.3069332315237278e-20
4.019999999999989e-10,1.3136354532238496e-20
4.029999999999989e-10,1.3161487863613952e-20
4.039999999999989e-10,1.319499897211456e-20
4.049999999999989e-10,1.3220132303490017e-20
4.059999999999989e-10,1.3220132303490017e-20
4.069999999999989e-10,1.3236887857740321e-20
4.079999999999989e-10,1.3262021189115778e-20
4.089999999999989e-10,1.327039896624093e-20
4.099999999999989e-10,1.3278776743366081e-20
4.109999999999989e-10,1.3303910074741537e-20
4.119999999999989e-10,1.331228785186669e-20
4.129999999999989e-10,1.3345798960367298e-20
4.139999999999989e-10,1.335417673749245e-20
4.149999999999989e-10,1.3370932291742755e-20
4.1599999999999887e-10,1.3396065623118211e-20
4.1699999999999887e-10,1.3404443400243363e-20
4.1799999999999887e-10,1.343795450874397e-20
4.1899999999999886e-10,1.3454710062994275e-20
4.1999999999999886e-10,1.3488221171494883e-20
4.2099999999999886e-10,1.3530110057120645e-20
4.2199999999999885e-10,1.3530110057120645e-20
4.2299999999999885e-10,1.3563621165621254e-20
4.2399999999999885e-10,1.359713227412186e-20
4.2499999999999884e-10,1.363064338262247e-20
4.2599999999999884e-10,1.367253226824823e-20
4.2699999999999884e-10,1.3689287822498536e-20
4.2799999999999883e-10,1.37479322623746e-20
4.2899999999999883e-10,1.379819892512551e-20
4.299999999999988e-10,1.387359891925188e-20
4.309999999999988e-10,1.3974132244753706e-20
4.319999999999988e-10,1.407466557025553e-20
4.329999999999988e-10,1.4141687787256747e-20
4.339999999999988e-10,1.4158443341507054e-20
4.349999999999988e-10,1.419195445000766e-20
4.359999999999988e-10,1.4200332227132813e-20
4.369999999999988e-10,1.4208710004257966e-20
4.379999999999988e-10,1.4208710004257966e-20
4.389999999999988e-10,1.423384333563342e-20
4.399999999999988e-10,1.4250598889883726e-20
4.409999999999988e-10,1.4284109998384332e-20
4.419999999999988e-10,1.4325998884010095e-20
4.429999999999988e-10,1.4367887769635855e-20
4.439999999999988e-10,1.4384643323886158e-20
4.4499999999999877e-10,1.439302110101131e-20
4.4599999999999877e-10,1.4409776655261614e-20
4.4699999999999877e-10,1.439302110101131e-20
4.4799999999999876e-10,1.4418154432386767e-20
4.4899999999999876e-10,1.4443287763762224e-20
4.4999999999999876e-10,1.4476798872262833e-20
4.5099999999999875e-10,1.457733219776466e-20
4.5199999999999875e-10,1.471137663176709e-20
4.5299999999999875e-10,1.482028773439407e-20
4.5399999999999874e-10,1.486217662001983e-20
4.5499999999999874e-10,1.4878932174270132e-20
4.5599999999999874e-10,1.4904065505645588e-20
4.5699999999999873e-10,1.4929198837021045e-20
4.5799999999999873e-10,1.4937576614146198e-20
4.589999999999987e-10,1.494595439127135e-20
4.599999999999987e-10,1.494595439127135e-20
4.609999999999987e-10,1.4920821059895894e-20
4.619999999999987e-10,1.4920821059895894e-20
4.629999999999987e-10,1.494595439127135e-20
4.639999999999987e-10,1.4971087722646807e-20
4.649999999999987e-10,1.4996221054022264e-20
4.659999999999987e-10,1.5038109939648023e-20
4.669999999999987e-10,1.509675437952409e-20
4.679999999999987e-10,1.5130265488024695e-20
4.689999999999987e-10,1.519728770502591e-20
4.699999999999987e-10,1.5247554367776824e-20
4.709999999999987e-10,1.5247554367776824e-20
4.719999999999987e-10,1.5247554367776824e-20
4.729999999999987e-10,1.5255932144901977e-20
4.739999999999987e-10,1.5247554367776824e-20
4.749999999999987e-10,1.523079881352652e-20
4.759999999999987e-10,1.5247554367776824e-20
4.769999999999987e-10,1.5281065476277434e-20
4.779999999999987e-10,1.5297821030527737e-20
4.789999999999987e-10,1.530619880765289e-20
4.799999999999987e-10,1.530619880765289e-20
4.809999999999986e-10,1.530619880765289e-20
4.819999999999986e-10,1.5297821030527737e-20
4.829999999999986e-10,1.5297821030527737e-20
4.839999999999986e-10,1.5255932144901977e-20
4.849999999999986e-10,1.5172154373650455e-20
4.859999999999986e-10,1.5121887710899545e-20
4.869999999999986e-10,1.506324327102348e-20
4.879999999999986e-10,1.5079998825273783e-20
4.889999999999986e-10,1.509675437952409e-20
4.899999999999986e-10,1.5088376602398936e-20
4.909999999999986e-10,1.509675437952409e-20
4.919999999999986e-10,1.510513215664924e-20
4.929999999999986e-10,1.509675437952409e-20
4.939999999999986e-10,1.5113509933774392e-20
4.949999999999986e-10,1.510513215664924e-20
4.959999999999986e-10,1.5113509933774392e-20
4.969999999999986e-10,1.5113509933774392e-20
4.979999999999986e-10,1.5113509933774392e-20
4.989999999999986e-10,1.5130265488024695e-20
4.999999999999986e-10,1.5130265488024695e-20
5.009999999999986e-10,1.518890992790076e-20
5.019999999999986e-10,1.5255932144901977e-20
5.029999999999986e-10,1.5297821030527737e-20
5.039999999999986e-10,1.5297821030527737e-20
5.049999999999986e-10,1.5331332139028346e-20
5.059999999999986e-10,1.5364843247528956e-20
5.069999999999986e-10,1.5406732133154715e-20
5.079999999999986e-10,1.5456998795905628e-20
5.089999999999986e-10,1.546537657303078e-20
5.099999999999985e-10,1.5482132127281084e-20
5.109999999999985e-10,1.5482132127281084e-20
5.119999999999985e-10,1.550726545865654e-20
5.129999999999985e-10,1.5524021012906844e-20
5.139999999999985e-10,1.5515643235781694e-20
5.149999999999985e-10,1.5490509904406238e-20
5.159999999999985e-10,1.546537657303078e-20
5.169999999999985e-10,1.5440243241655325e-20
5.179999999999985e-10,1.5398354356029562e-20
5.189999999999985e-10,1.5356465470403803e-20
5.199999999999985e-10,1.5281065476277434e-20
5.209999999999985e-10,1.5214043259276218e-20
5.219999999999985e-10,1.510513215664924e-20
5.229999999999985e-10,1.5004598831147414e-20
5.239999999999985e-10,1.4853798842894676e-20
5.249999999999985e-10,1.4661109969016178e-20
5.259999999999985e-10,1.4527065535013746e-20
5.269999999999985e-10,1.4527065535013746e-20
5.279999999999985e-10,1.4527065535013746e-20
5.289999999999985e-10,1.454382108926405e-20
5.299999999999985e-10,1.4535443312138896e-20
5.309999999999985e-10,1.454382108926405e-20
5.319999999999985e-10,1.4560576643514352e-20
5.329999999999985e-10,1.4552198866389202e-20
5.339999999999985e-10,1.454382108926405e-20
5.349999999999985e-10,1.4560576643514352e-20
5.359999999999985e-10,1.4560576643514352e-20
5.369999999999985e-10,1.4568954420639505e-20
5.379999999999985e-10,1.457733219776466e-20
5.389999999999984e-10,1.457733219776466e-20
5.399999999999984e-10,1.457733219776466e-20
5.409999999999984e-10,1.458570997488981e-20
5.419999999999984e-10,1.4594087752014962e-20
5.429999999999984e-10,1.462759886051557e-20
5.439999999999984e-10,1.4644354414765875e-20
5.449999999999984e-10,1.4661109969016178e-20
5.459999999999984e-10,1.4694621077516787e-20
5.469999999999984e-10,1.47448877402677e-20
5.479999999999984e-10,1.4803532180143763e-20
5.489999999999984e-10,1.4878932174270132e-20
5.499999999999984e-10,1.4962709945521654e-20
5.509999999999984e-10,1.502973216252287e-20
5.519999999999984e-10,1.506324327102348e-20
5.529999999999984e-10,1.5046487716773176e-20
5.539999999999984e-10,1.5038109939648023e-20
5.549999999999984e-10,1.5038109939648023e-20
5.559999999999984e-10,1.502973216252287e-20
5.569999999999984e-10,1.5012976608272567e-20
5.579999999999984e-10,1.4996221054022264e-20
5.589999999999984e-10,1.4979465499771957e-20
5.599999999999984e-10,1.4962709945521654e-20
5.609999999999984e-10,1.49543321683965e-20
5.619999999999984e-10,1.491244328277074e-20
5.629999999999984e-10,1.4904065505645588e-20
5.639999999999984e-10,1.4870554397144982e-20
5.649999999999984e-10,1.482866551151922e-20
5.659999999999984e-10,1.4795154403018613e-20
5.669999999999984e-10,1.4736509963142547e-20
5.679999999999983e-10,1.4661109969016178e-20
5.689999999999983e-10,1.467786552326648e-20
5.699999999999983e-10,1.4702998854641937e-20
5.709999999999983e-10,1.4728132186017394e-20
5.719999999999983e-10,1.4728132186017394e-20
5.729999999999983e-10,1.47448877402677e-20
5.739999999999983e-10,1.47448877402677e-20
5.749999999999983e-10,1.4736509963142547e-20
5.759999999999983e-10,1.4736509963142547e-20
5.769999999999983e-10,1.4736509963142547e-20
5.779999999999983e-10,1.47448877402677e-20
5.789999999999983e-10,1.47448877402677e-20
5.799999999999983e-10,1.475326551739285e-20
5.809999999999983e-10,1.4770021071643156e-20
5.819999999999983e-10,1.478677662589346e-20
5.829999999999983e-10,1.4803532180143763e-20
5.839999999999983e-10,1.4803532180143763e-20
5.849999999999983e-10,1.4811909957268916e-20
5.859999999999983e-10,1.4811909957268916e-20
5.869999999999983e-10,1.482028773439407e-20
5.879999999999983e-10,1.482866551151922e-20
5.889999999999983e-10,1.4845421065769525e-20
5.899999999999983e-10,1.4853798842894676e-20
5.909999999999983e-10,1.486217662001983e-20
5.919999999999983e-10,1.4878932174270132e-20
5.929999999999983e-10,1.4887309951395285e-20
5.939999999999983e-10,1.4929198837021045e-20
5.949999999999983e-10,1.494595439127135e-20
5.959999999999983e-10,1.49543321683965e-20
5.969999999999982e-10,1.4962709945521654e-20
5.979999999999982e-10,1.4929198837021045e-20
5.989999999999982e-10,1.4904065505645588e-20
5.999999999999982e-10,1.4870554397144982e-20
6.009999999999982e-10,1.486217662001983e-20
6.019999999999982e-10,1.486217662001983e-20
6.029999999999982e-10,1.486217662001983e-20
6.039999999999982e-10,1.4853798842894676e-20
6.049999999999982e-10,1.4878932174270132e-20
6.059999999999982e-10,1.4870554397144982e-20
